"","PUBID_1997","KEY_SEX_1997","KEY_BDATE_M_1997","KEY_BDATE_Y_1997","CV_SAMPLE_TYPE_1997","KEY_RACE_ETHNICITY_1997","YINC-1400","YINC-1700","P2-001","P2-037","CV_CITIZENSHIP","MAR_STATUS.01_XRND","MAR_STATUS.02_XRND","MAR_STATUS.03_XRND","MAR_STATUS.04_XRND","MAR_STATUS.05_XRND","MAR_STATUS.06_XRND","MAR_STATUS.07_XRND","MAR_STATUS.08_XRND","MAR_STATUS.09_XRND","MAR_STATUS.10_XRND","MAR_STATUS.11_XRND","MAR_STATUS.12_XRND","CV_BIO_CHILD_HH","CV_BIO_CHILD_NR","CV_HH_UNDER_6","CV_ENROLLSTAT","YEAR","CV_HGC_EVER_EDT","CV_ENROLLSTAT_EDT","YCCA-6800","YCCA-1100.01","YCCA-1100.02","YCCA-1100.03","YCCA-1100.04","YCCA-6900","YCCA-7000","YCCA-1000.01","YCCA-1000.02","YCCA-1000.03","YCCA-1000.04","YCCA-1000.05","YCCA-1100.05","YCCA-6150.01","YCCA-6150.02","YCCA-6150.03","YCCA-6150.04","YCCA-6150.05","YHHI-55701","YHHI-55704","YCCA-450","YCCA-1100A~000001","YCCA-1100A~000002","YCCA-1100A~000003","YCCA-1100A~000004","YCCA-1100A~000005","YCCA-1100A~000006","YCCA-1100A~000007","YCCA-1100A~000008","YCCA-1100A~000009","YHHI-55705A","YCCAL-6800","YCCAL-6900","YCCAL-7300","YCCAL-7400","YCCAL-1100A.01~000001","YCCAL-1100A.01~000002","YCCAL-1100A.01~000003","YCCAL-1100A.01~000004","YCCAL-1100A.01~000005","YCCAL-1100A.01~000006","YCCAL-1100A.01~000007","YCCAL-1100A.01~000008","YCCAL-1100A.01~000009","YCCAL-1100A.02~000001","YCCAL-1100A.02~000002","YCCAL-1100A.02~000003","YCCAL-1100A.02~000004","YCCAL-1100A.02~000005","YCCAL-1100A.02~000006","YCCAL-1100A.02~000007","YCCAL-1100A.02~000008","YCCAL-1100A.02~000009","YCCAL-1100A.03~000001","YCCAL-1100A.03~000002","YCCAL-1100A.03~000003","YCCAL-1100A.03~000004","YCCAL-1100A.03~000005","YCCAL-1100A.03~000006","YCCAL-1100A.03~000007","YCCAL-1100A.03~000008","YCCAL-1100A.03~000009","YCCAL-450","YCCAL-4500.01.06","YCCAL-4500.02.06","YCCAL-4500.03.06","YCCAL-7000","YCCAL-7100","YCCAL-9000","YCCAL-9100","YCCAL-9200","YCCAL-9300","YCCAL-1100A.04~000001","YCCAL-1100A.04~000002","YCCAL-1100A.04~000003","YCCAL-1100A.04~000004","YCCAL-1100A.04~000005","YCCAL-1100A.04~000006","YCCAL-1100A.04~000007","YCCAL-1100A.04~000008","YCCAL-1100A.04~000009","YCCAL-1100A.05~000001","YCCAL-1100A.05~000002","YCCAL-1100A.05~000003","YCCAL-1100A.05~000004","YCCAL-1100A.05~000005","YCCAL-1100A.05~000006","YCCAL-1100A.05~000007","YCCAL-1100A.05~000008","YCCAL-1100A.05~000009","YCCAL-4500.01.05","YCCAL-4500.02.05","YCCAL-4500.03.05","YCCAL-1100A~000001","YCCAL-1100A~000002","YCCAL-1100A~000003","YCCAL-1100A~000004","YCCAL-1100A~000005","YCCAL-1100A~000006","YCCAL-1100A~000007","YCCAL-1100A~000008","YCCAL-1100A~000009","INCOME","N_CHILDREN","WORK_EDU_HRS","SPOUSAL_CHILDCARE","RELATIVE_CARE","SIBLING_CARE","SELF_CARE","NON_RELATIVE_CARE","FAMILY_DAY_CARE","CHILDCARE_CENTER","FORMAL_SCHOOL","AFTER_SCHOOL_CARE","FAMILY_CARE","FORMAL_CHILDCARE","CHILDCARE_TYPE","MARRIED_OR_COHABITATING","FULL_TIME","PART_TIME","ANY_CHILDREN","BA_ABOVE","RELATIVE_CARE_CAT","Relative_within_15_minutes","INCOME_LOG"
"4534",5413,2,1,1982,1,4,1,28000,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,5,0,3,7,2015,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,0,0,0,0,1,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28000,5,30,0,0,0,0,1,0,0,1,0,0,1,"Formal",1,0,1,1,1,"No",NA,10.2399597891573
"4535",5413,2,1,1982,1,4,1,32000,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,6,0,4,7,2017,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,0,0,0,0,0,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32000,6,24,0,0,0,0,0,0,1,1,0,0,1,"Formal",1,0,1,1,1,"No",NA,10.3734911817819
"4536",5416,2,1,1984,1,4,1,9500,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,4,2008,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,30,0,NA,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,9500,1,40,0,0,0,0,0,1,0,0,0,1,0,"Informal",1,1,1,1,1,"No"," - Yes",9.15904707758863
"4537",5416,2,1,1984,1,4,1,30000,NA,NA,1,1,1,1,1,1,1,1,2,2,2,2,2,1,0,2,4,2009,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,1,NA,0,0,0,0,0,0,0,0,0,0,0,"Self/Spouse",1,NA,NA,1,1,"No",NA,10.3089526606443
"4538",5416,2,1,1984,1,4,1,35000,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,4,2011,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35000,2,0,0,0,0,0,0,0,0,0,0,0,0,"Self/Spouse",1,0,0,1,1,"No"," - Yes",10.4631033404715
"4539",5416,2,1,1984,1,4,1,45000,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,3,0,2,4,2013,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,0,0,0,0,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000,3,40,0,0,0,0,0,0,0,1,0,0,1,"Formal",1,1,1,1,1,"No",NA,10.7144177687525
"4540",5418,2,6,1981,1,4,1,20000,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,4,2010,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,1,40,0,0,0,0,0,1,0,0,0,1,0,"Informal",1,1,1,1,0,"No",NA,9.90348755253613
"4541",5418,2,6,1981,1,4,1,20000,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,4,2011,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,0,0,0,0,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,1,40,0,0,0,0,1,0,0,0,0,0,0,"Informal",1,1,1,1,0,"No",NA,9.90348755253613
"4542",5419,2,12,1981,1,4,1,5000,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,4,2008,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,2,14,1,1,0,0,0,0,0,0,0,1,0,"Informal",1,0,0,1,0,"Yes",NA,8.51719319141624
"4543",5421,2,2,1982,1,4,1,35000,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,6,2011,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,0,0,0,0,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35000,1,45,0,0,0,0,1,0,0,0,0,0,0,"Informal",1,1,1,1,1,"No",NA,10.4631033404715
"4544",5421,2,2,1982,1,4,1,8000,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,6,2013,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8000,2,0,0,0,0,0,0,0,0,0,0,0,0,"Self/Spouse",1,0,0,1,1,"No",NA,8.98719682066197
"4545",5422,2,9,1983,1,4,1,11000,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,3,2006,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11000,1,35,0,0,0,0,1,0,0,0,0,0,0,"Informal",1,1,1,1,0,"No",NA,9.30565055178051
"4546",5422,2,9,1983,1,4,1,25000,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,3,2008,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,1,20,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,0,0,25000,1,38,0,0,0,0,0,1,1,0,0,1,1,"Both",1,1,1,1,0,"No"," - Yes",10.1266311038503
"4547",5422,2,9,1983,1,4,1,12000,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,3,2010,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,0,1,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12000,2,40,0,1,0,0,0,1,0,1,0,1,1,"Both",1,1,1,1,0,"Yes",NA,9.39266192877014
"4548",5422,2,9,1983,1,4,1,27000,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,3,2011,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,1,4,0,0,0,0,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,1,NA,0,0,0,27000,2,51,0,0,0,0,1,0,0,0,0,0,0,"Informal",1,1,1,1,0,"No"," - Yes",10.2035921449865
"4549",5422,2,9,1983,1,4,1,30000,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,5,2013,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,1,0,0,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,2,25,0,1,0,0,0,0,0,1,0,1,1,"Both",1,0,1,1,0,"Yes",NA,10.3089526606443
"4550",5422,2,9,1983,1,4,1,19000,NA,NA,1,2,2,2,2,2,2,2,3,3,3,3,3,3,0,1,5,2017,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19000,3,0,0,0,0,0,0,0,0,0,0,0,0,"Self/Spouse",0,0,0,1,0,"No",NA,9.85219425814858
"4551",5424,2,11,1983,1,2,1,2300,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,3,3,2008,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2300,3,0,0,0,0,0,0,0,0,0,0,0,0,"Self/Spouse",1,0,0,1,0,"No"," - Yes",7.74066440191724
"4552",5424,2,11,1983,1,2,1,4000,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,3,2013,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4000,3,0,0,0,0,0,0,0,0,0,0,0,0,"Self/Spouse",1,0,0,1,0,"No",NA,8.29404964010203
"4553",5425,2,12,1980,1,4,1,26000,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,5,2009,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26000,1,38,0,1,0,0,0,0,0,0,0,1,0,"Informal",1,1,1,1,1,"Yes",NA,10.1658518170036
"4554",5425,2,12,1980,1,4,1,27000,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,5,2010,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27000,1,40,0,1,0,0,0,0,0,0,0,1,0,"Informal",1,1,1,1,1,"Yes",NA,10.2035921449865
"4555",5425,2,12,1980,1,4,1,28500,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,5,2011,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,0,1,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28500,2,43,0,1,0,0,0,0,0,0,0,1,0,"Informal",1,1,1,1,1,"Yes",NA,10.2576593662567
"4556",5425,2,12,1980,1,4,1,28000,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,5,2013,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,1,1,0,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28000,2,212,1,1,0,0,0,0,1,0,0,1,1,"Both",1,1,1,1,1,"Yes",NA,10.2399597891573
"4557",5425,2,12,1980,1,4,1,31009,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,3,0,2,5,2015,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,0,0,0,0,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31009,3,37,0,0,0,0,1,0,0,0,0,0,0,"Informal",1,1,1,1,1,"No",NA,10.3420327639125
"4558",5425,2,12,1980,1,4,1,35000,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,3,0,1,5,2017,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,0,1,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35000,3,38,0,1,0,0,0,0,0,0,0,1,0,"Informal",1,1,1,1,1,"Yes",NA,10.4631033404715
"4559",5432,2,9,1983,1,4,1,18000,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2005,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,1,1,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,18000,1,40,0,1,0,0,0,0,0,0,0,1,0,"Informal",0,1,1,1,0,"Yes"," - Yes",9.7981270368783
"4560",5432,2,9,1983,1,4,1,23000,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,3,2007,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23000,1,40,0,0,0,0,1,0,0,0,0,0,0,"Informal",1,1,1,1,0,"No",NA,10.0432494949113
"4561",5432,2,9,1983,1,4,1,35000,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,3,2008,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,35000,1,30,1,0,0,0,0,1,0,0,0,1,0,"Informal",1,0,1,1,0,"No"," - No",10.4631033404715
